Proxy Path Suffix,Date Time,Sum of Traffic
/424d1a8a-e8ed-11e4-b577-1f4a5dfaa139,2015-05-12 04:47:00+0000,1
/424d1a8a-e8ed-11e4-b577-1f4a5dfaa139,2015-05-12 04:52:00+0000,2
/424d1a8a-e8ed-11e4-b577-1f4a5dfaa139,2015-05-12 04:55:00+0000,2
/424d1a8a-e8ed-11e4-b577-1f4a5dfaa139,2015-05-12 04:57:00+0000,1
/424d1a8a-e8ed-11e4-b577-1f4a5dfaa139,2015-05-12 04:59:00+0000,1
/424d1a8a-e8ed-11e4-b577-1f4a5dfaa139,2015-05-12 05:02:00+0000,1
/424d1a8a-e8ed-11e4-b577-1f4a5dfaa139,2015-05-12 05:05:00+0000,1
/424d1a8a-e8ed-11e4-b577-1f4a5dfaa139,2015-05-12 05:06:00+0000,1
/424d1a8a-e8ed-11e4-b577-1f4a5dfaa139,2015-05-12 05:07:00+0000,1
/424d1a8a-e8ed-11e4-b577-1f4a5dfaa139,2015-05-12 05:09:00+0000,1
/424d1a8a-e8ed-11e4-b577-1f4a5dfaa139,2015-05-12 05:10:00+0000,1
/424d1a8a-e8ed-11e4-b577-1f4a5dfaa139,2015-05-12 05:12:00+0000,2
/424d1a8a-e8ed-11e4-b577-1f4a5dfaa139,2015-05-12 05:13:00+0000,2
/424d1a8a-e8ed-11e4-b577-1f4a5dfaa139,2015-05-12 05:17:00+0000,0
/424d1a8a-e8ed-11e4-b577-1f4a5dfaa139,2015-05-12 05:18:00+0000,0
/424d1a8a-e8ed-11e4-b577-1f4a5dfaa139,2015-05-12 05:22:00+0000,0
/424d1a8a-e8ed-11e4-b577-1f4a5dfaa139,2015-05-12 05:24:00+0000,0
/424d1a8a-e8ed-11e4-b577-1f4a5dfaa139,2015-05-12 05:26:00+0000,0
/424d1a8a-e8ed-11e4-b577-1f4a5dfaa139,2015-05-12 05:28:00+0000,0
/424d1a8a-e8ed-11e4-b577-1f4a5dfaa139,2015-05-12 05:29:00+0000,0
/424d1a8a-e8ed-11e4-b577-1f4a5dfaa139,2015-05-12 05:30:00+0000,0
/424d1a8a-e8ed-11e4-b577-1f4a5dfaa139,2015-05-12 05:32:00+0000,2
/424d1a8a-e8ed-11e4-b577-1f4a5dfaa139,2015-05-12 05:44:00+0000,0
/424d1a8a-e8ed-11e4-b577-1f4a5dfaa139,2015-05-12 05:45:00+0000,0
/424d1a8a-e8ed-11e4-b577-1f4a5dfaa,2015-05-12 04:47:00+0000,0
/424d1a8a-e8ed-11e4-b577-1f4a5dfaa,2015-05-12 04:52:00+0000,0
/424d1a8a-e8ed-11e4-b577-1f4a5dfaa,2015-05-12 04:55:00+0000,0
/424d1a8a-e8ed-11e4-b577-1f4a5dfaa,2015-05-12 04:57:00+0000,0
/424d1a8a-e8ed-11e4-b577-1f4a5dfaa,2015-05-12 04:59:00+0000,0
/424d1a8a-e8ed-11e4-b577-1f4a5dfaa,2015-05-12 05:02:00+0000,0
/424d1a8a-e8ed-11e4-b577-1f4a5dfaa,2015-05-12 05:05:00+0000,0
/424d1a8a-e8ed-11e4-b577-1f4a5dfaa,2015-05-12 05:06:00+0000,0
/424d1a8a-e8ed-11e4-b577-1f4a5dfaa,2015-05-12 05:07:00+0000,0
/424d1a8a-e8ed-11e4-b577-1f4a5dfaa,2015-05-12 05:09:00+0000,0
/424d1a8a-e8ed-11e4-b577-1f4a5dfaa,2015-05-12 05:10:00+0000,0
/424d1a8a-e8ed-11e4-b577-1f4a5dfaa,2015-05-12 05:12:00+0000,0
/424d1a8a-e8ed-11e4-b577-1f4a5dfaa,2015-05-12 05:13:00+0000,3
/424d1a8a-e8ed-11e4-b577-1f4a5dfaa,2015-05-12 05:17:00+0000,1
/424d1a8a-e8ed-11e4-b577-1f4a5dfaa,2015-05-12 05:18:00+0000,2
/424d1a8a-e8ed-11e4-b577-1f4a5dfaa,2015-05-12 05:22:00+0000,1
/424d1a8a-e8ed-11e4-b577-1f4a5dfaa,2015-05-12 05:24:00+0000,1
/424d1a8a-e8ed-11e4-b577-1f4a5dfaa,2015-05-12 05:26:00+0000,1
/424d1a8a-e8ed-11e4-b577-1f4a5dfaa,2015-05-12 05:28:00+0000,1
/424d1a8a-e8ed-11e4-b577-1f4a5dfaa,2015-05-12 05:29:00+0000,3
/424d1a8a-e8ed-11e4-b577-1f4a5dfaa,2015-05-12 05:30:00+0000,2
/424d1a8a-e8ed-11e4-b577-1f4a5dfaa,2015-05-12 05:32:00+0000,2
/424d1a8a-e8ed-11e4-b577-1f4a5dfaa,2015-05-12 05:44:00+0000,0
/424d1a8a-e8ed-11e4-b577-1f4a5dfaa,2015-05-12 05:45:00+0000,0
/6948cf3a-e8ed-11e4-b1de-6de23d9769cd,2015-05-12 04:47:00+0000,0
/6948cf3a-e8ed-11e4-b1de-6de23d9769cd,2015-05-12 04:52:00+0000,0
/6948cf3a-e8ed-11e4-b1de-6de23d9769cd,2015-05-12 04:55:00+0000,0
/6948cf3a-e8ed-11e4-b1de-6de23d9769cd,2015-05-12 04:57:00+0000,0
/6948cf3a-e8ed-11e4-b1de-6de23d9769cd,2015-05-12 04:59:00+0000,0
/6948cf3a-e8ed-11e4-b1de-6de23d9769cd,2015-05-12 05:02:00+0000,0
/6948cf3a-e8ed-11e4-b1de-6de23d9769cd,2015-05-12 05:05:00+0000,0
/6948cf3a-e8ed-11e4-b1de-6de23d9769cd,2015-05-12 05:06:00+0000,0
/6948cf3a-e8ed-11e4-b1de-6de23d9769cd,2015-05-12 05:07:00+0000,0
/6948cf3a-e8ed-11e4-b1de-6de23d9769cd,2015-05-12 05:09:00+0000,0
/6948cf3a-e8ed-11e4-b1de-6de23d9769cd,2015-05-12 05:10:00+0000,0
/6948cf3a-e8ed-11e4-b1de-6de23d9769cd,2015-05-12 05:12:00+0000,0
/6948cf3a-e8ed-11e4-b1de-6de23d9769cd,2015-05-12 05:13:00+0000,0
/6948cf3a-e8ed-11e4-b1de-6de23d9769cd,2015-05-12 05:17:00+0000,0
/6948cf3a-e8ed-11e4-b1de-6de23d9769cd,2015-05-12 05:18:00+0000,0
/6948cf3a-e8ed-11e4-b1de-6de23d9769cd,2015-05-12 05:22:00+0000,0
/6948cf3a-e8ed-11e4-b1de-6de23d9769cd,2015-05-12 05:24:00+0000,0
/6948cf3a-e8ed-11e4-b1de-6de23d9769cd,2015-05-12 05:26:00+0000,0
/6948cf3a-e8ed-11e4-b1de-6de23d9769cd,2015-05-12 05:28:00+0000,0
/6948cf3a-e8ed-11e4-b1de-6de23d9769cd,2015-05-12 05:29:00+0000,0
/6948cf3a-e8ed-11e4-b1de-6de23d9769cd,2015-05-12 05:30:00+0000,0
/6948cf3a-e8ed-11e4-b1de-6de23d9769cd,2015-05-12 05:32:00+0000,0
/6948cf3a-e8ed-11e4-b1de-6de23d9769cd,2015-05-12 05:44:00+0000,0
/6948cf3a-e8ed-11e4-b1de-6de23d9769cd,2015-05-12 05:45:00+0000,10
/4b6b168a-e8ed-11e4-9786-bf67fbd7ef5a,2015-05-12 04:47:00+0000,0
/4b6b168a-e8ed-11e4-9786-bf67fbd7ef5a,2015-05-12 04:52:00+0000,0
/4b6b168a-e8ed-11e4-9786-bf67fbd7ef5a,2015-05-12 04:55:00+0000,0
/4b6b168a-e8ed-11e4-9786-bf67fbd7ef5a,2015-05-12 04:57:00+0000,0
/4b6b168a-e8ed-11e4-9786-bf67fbd7ef5a,2015-05-12 04:59:00+0000,0
/4b6b168a-e8ed-11e4-9786-bf67fbd7ef5a,2015-05-12 05:02:00+0000,0
/4b6b168a-e8ed-11e4-9786-bf67fbd7ef5a,2015-05-12 05:05:00+0000,0
/4b6b168a-e8ed-11e4-9786-bf67fbd7ef5a,2015-05-12 05:06:00+0000,0
/4b6b168a-e8ed-11e4-9786-bf67fbd7ef5a,2015-05-12 05:07:00+0000,0
/4b6b168a-e8ed-11e4-9786-bf67fbd7ef5a,2015-05-12 05:09:00+0000,0
/4b6b168a-e8ed-11e4-9786-bf67fbd7ef5a,2015-05-12 05:10:00+0000,0
/4b6b168a-e8ed-11e4-9786-bf67fbd7ef5a,2015-05-12 05:12:00+0000,0
/4b6b168a-e8ed-11e4-9786-bf67fbd7ef5a,2015-05-12 05:13:00+0000,0
/4b6b168a-e8ed-11e4-9786-bf67fbd7ef5a,2015-05-12 05:17:00+0000,0
/4b6b168a-e8ed-11e4-9786-bf67fbd7ef5a,2015-05-12 05:18:00+0000,0
/4b6b168a-e8ed-11e4-9786-bf67fbd7ef5a,2015-05-12 05:22:00+0000,0
/4b6b168a-e8ed-11e4-9786-bf67fbd7ef5a,2015-05-12 05:24:00+0000,0
/4b6b168a-e8ed-11e4-9786-bf67fbd7ef5a,2015-05-12 05:26:00+0000,0
/4b6b168a-e8ed-11e4-9786-bf67fbd7ef5a,2015-05-12 05:28:00+0000,0
/4b6b168a-e8ed-11e4-9786-bf67fbd7ef5a,2015-05-12 05:29:00+0000,0
/4b6b168a-e8ed-11e4-9786-bf67fbd7ef5a,2015-05-12 05:30:00+0000,0
/4b6b168a-e8ed-11e4-9786-bf67fbd7ef5a,2015-05-12 05:32:00+0000,0
/4b6b168a-e8ed-11e4-9786-bf67fbd7ef5a,2015-05-12 05:44:00+0000,0
/4b6b168a-e8ed-11e4-9786-bf67fbd7ef5a,2015-05-12 05:45:00+0000,10
/3c4bc7da-e8ed-11e4-8ffa-d78c8dbb64f6,2015-05-12 04:47:00+0000,0
/3c4bc7da-e8ed-11e4-8ffa-d78c8dbb64f6,2015-05-12 04:52:00+0000,0
/3c4bc7da-e8ed-11e4-8ffa-d78c8dbb64f6,2015-05-12 04:55:00+0000,0
/3c4bc7da-e8ed-11e4-8ffa-d78c8dbb64f6,2015-05-12 04:57:00+0000,0
/3c4bc7da-e8ed-11e4-8ffa-d78c8dbb64f6,2015-05-12 04:59:00+0000,0
/3c4bc7da-e8ed-11e4-8ffa-d78c8dbb64f6,2015-05-12 05:02:00+0000,0
/3c4bc7da-e8ed-11e4-8ffa-d78c8dbb64f6,2015-05-12 05:05:00+0000,0
/3c4bc7da-e8ed-11e4-8ffa-d78c8dbb64f6,2015-05-12 05:06:00+0000,0
/3c4bc7da-e8ed-11e4-8ffa-d78c8dbb64f6,2015-05-12 05:07:00+0000,0
/3c4bc7da-e8ed-11e4-8ffa-d78c8dbb64f6,2015-05-12 05:09:00+0000,0
/3c4bc7da-e8ed-11e4-8ffa-d78c8dbb64f6,2015-05-12 05:10:00+0000,0
/3c4bc7da-e8ed-11e4-8ffa-d78c8dbb64f6,2015-05-12 05:12:00+0000,0
/3c4bc7da-e8ed-11e4-8ffa-d78c8dbb64f6,2015-05-12 05:13:00+0000,0
/3c4bc7da-e8ed-11e4-8ffa-d78c8dbb64f6,2015-05-12 05:17:00+0000,0
/3c4bc7da-e8ed-11e4-8ffa-d78c8dbb64f6,2015-05-12 05:18:00+0000,0
/3c4bc7da-e8ed-11e4-8ffa-d78c8dbb64f6,2015-05-12 05:22:00+0000,0
/3c4bc7da-e8ed-11e4-8ffa-d78c8dbb64f6,2015-05-12 05:24:00+0000,0
/3c4bc7da-e8ed-11e4-8ffa-d78c8dbb64f6,2015-05-12 05:26:00+0000,0
/3c4bc7da-e8ed-11e4-8ffa-d78c8dbb64f6,2015-05-12 05:28:00+0000,0
/3c4bc7da-e8ed-11e4-8ffa-d78c8dbb64f6,2015-05-12 05:29:00+0000,0
/3c4bc7da-e8ed-11e4-8ffa-d78c8dbb64f6,2015-05-12 05:30:00+0000,0
/3c4bc7da-e8ed-11e4-8ffa-d78c8dbb64f6,2015-05-12 05:32:00+0000,0
/3c4bc7da-e8ed-11e4-8ffa-d78c8dbb64f6,2015-05-12 05:44:00+0000,0
/3c4bc7da-e8ed-11e4-8ffa-d78c8dbb64f6,2015-05-12 05:45:00+0000,5
/2bf3d21a-e8ed-11e4-bb3e-618860a5dcd7,2015-05-12 04:47:00+0000,0
/2bf3d21a-e8ed-11e4-bb3e-618860a5dcd7,2015-05-12 04:52:00+0000,0
/2bf3d21a-e8ed-11e4-bb3e-618860a5dcd7,2015-05-12 04:55:00+0000,0
/2bf3d21a-e8ed-11e4-bb3e-618860a5dcd7,2015-05-12 04:57:00+0000,0
/2bf3d21a-e8ed-11e4-bb3e-618860a5dcd7,2015-05-12 04:59:00+0000,0
/2bf3d21a-e8ed-11e4-bb3e-618860a5dcd7,2015-05-12 05:02:00+0000,0
/2bf3d21a-e8ed-11e4-bb3e-618860a5dcd7,2015-05-12 05:05:00+0000,0
/2bf3d21a-e8ed-11e4-bb3e-618860a5dcd7,2015-05-12 05:06:00+0000,0
/2bf3d21a-e8ed-11e4-bb3e-618860a5dcd7,2015-05-12 05:07:00+0000,0
/2bf3d21a-e8ed-11e4-bb3e-618860a5dcd7,2015-05-12 05:09:00+0000,0
/2bf3d21a-e8ed-11e4-bb3e-618860a5dcd7,2015-05-12 05:10:00+0000,0
/2bf3d21a-e8ed-11e4-bb3e-618860a5dcd7,2015-05-12 05:12:00+0000,0
/2bf3d21a-e8ed-11e4-bb3e-618860a5dcd7,2015-05-12 05:13:00+0000,0
/2bf3d21a-e8ed-11e4-bb3e-618860a5dcd7,2015-05-12 05:17:00+0000,0
/2bf3d21a-e8ed-11e4-bb3e-618860a5dcd7,2015-05-12 05:18:00+0000,0
/2bf3d21a-e8ed-11e4-bb3e-618860a5dcd7,2015-05-12 05:22:00+0000,0
/2bf3d21a-e8ed-11e4-bb3e-618860a5dcd7,2015-05-12 05:24:00+0000,0
/2bf3d21a-e8ed-11e4-bb3e-618860a5dcd7,2015-05-12 05:26:00+0000,0
/2bf3d21a-e8ed-11e4-bb3e-618860a5dcd7,2015-05-12 05:28:00+0000,0
/2bf3d21a-e8ed-11e4-bb3e-618860a5dcd7,2015-05-12 05:29:00+0000,0
/2bf3d21a-e8ed-11e4-bb3e-618860a5dcd7,2015-05-12 05:30:00+0000,0
/2bf3d21a-e8ed-11e4-bb3e-618860a5dcd7,2015-05-12 05:32:00+0000,0
/2bf3d21a-e8ed-11e4-bb3e-618860a5dcd7,2015-05-12 05:44:00+0000,4
/2bf3d21a-e8ed-11e4-bb3e-618860a5dcd7,2015-05-12 05:45:00+0000,0
/37bd3f0a-e8ed-11e4-a76e-91216de2ab97,2015-05-12 04:47:00+0000,0
/37bd3f0a-e8ed-11e4-a76e-91216de2ab97,2015-05-12 04:52:00+0000,0
/37bd3f0a-e8ed-11e4-a76e-91216de2ab97,2015-05-12 04:55:00+0000,0
/37bd3f0a-e8ed-11e4-a76e-91216de2ab97,2015-05-12 04:57:00+0000,0
/37bd3f0a-e8ed-11e4-a76e-91216de2ab97,2015-05-12 04:59:00+0000,0
/37bd3f0a-e8ed-11e4-a76e-91216de2ab97,2015-05-12 05:02:00+0000,0
/37bd3f0a-e8ed-11e4-a76e-91216de2ab97,2015-05-12 05:05:00+0000,0
/37bd3f0a-e8ed-11e4-a76e-91216de2ab97,2015-05-12 05:06:00+0000,0
/37bd3f0a-e8ed-11e4-a76e-91216de2ab97,2015-05-12 05:07:00+0000,0
/37bd3f0a-e8ed-11e4-a76e-91216de2ab97,2015-05-12 05:09:00+0000,0
/37bd3f0a-e8ed-11e4-a76e-91216de2ab97,2015-05-12 05:10:00+0000,0
/37bd3f0a-e8ed-11e4-a76e-91216de2ab97,2015-05-12 05:12:00+0000,0
/37bd3f0a-e8ed-11e4-a76e-91216de2ab97,2015-05-12 05:13:00+0000,0
/37bd3f0a-e8ed-11e4-a76e-91216de2ab97,2015-05-12 05:17:00+0000,0
/37bd3f0a-e8ed-11e4-a76e-91216de2ab97,2015-05-12 05:18:00+0000,0
/37bd3f0a-e8ed-11e4-a76e-91216de2ab97,2015-05-12 05:22:00+0000,0
/37bd3f0a-e8ed-11e4-a76e-91216de2ab97,2015-05-12 05:24:00+0000,0
/37bd3f0a-e8ed-11e4-a76e-91216de2ab97,2015-05-12 05:26:00+0000,0
/37bd3f0a-e8ed-11e4-a76e-91216de2ab97,2015-05-12 05:28:00+0000,0
/37bd3f0a-e8ed-11e4-a76e-91216de2ab97,2015-05-12 05:29:00+0000,0
/37bd3f0a-e8ed-11e4-a76e-91216de2ab97,2015-05-12 05:30:00+0000,0
/37bd3f0a-e8ed-11e4-a76e-91216de2ab97,2015-05-12 05:32:00+0000,0
/37bd3f0a-e8ed-11e4-a76e-91216de2ab97,2015-05-12 05:44:00+0000,2
/37bd3f0a-e8ed-11e4-a76e-91216de2ab97,2015-05-12 05:45:00+0000,0
/4691c91a-e8ed-11e4-8650-77cca0d0e79e,2015-05-12 04:47:00+0000,0
/4691c91a-e8ed-11e4-8650-77cca0d0e79e,2015-05-12 04:52:00+0000,0
/4691c91a-e8ed-11e4-8650-77cca0d0e79e,2015-05-12 04:55:00+0000,0
/4691c91a-e8ed-11e4-8650-77cca0d0e79e,2015-05-12 04:57:00+0000,0
/4691c91a-e8ed-11e4-8650-77cca0d0e79e,2015-05-12 04:59:00+0000,0
/4691c91a-e8ed-11e4-8650-77cca0d0e79e,2015-05-12 05:02:00+0000,0
/4691c91a-e8ed-11e4-8650-77cca0d0e79e,2015-05-12 05:05:00+0000,0
/4691c91a-e8ed-11e4-8650-77cca0d0e79e,2015-05-12 05:06:00+0000,0
/4691c91a-e8ed-11e4-8650-77cca0d0e79e,2015-05-12 05:07:00+0000,0
/4691c91a-e8ed-11e4-8650-77cca0d0e79e,2015-05-12 05:09:00+0000,0
/4691c91a-e8ed-11e4-8650-77cca0d0e79e,2015-05-12 05:10:00+0000,0
/4691c91a-e8ed-11e4-8650-77cca0d0e79e,2015-05-12 05:12:00+0000,0
/4691c91a-e8ed-11e4-8650-77cca0d0e79e,2015-05-12 05:13:00+0000,0
/4691c91a-e8ed-11e4-8650-77cca0d0e79e,2015-05-12 05:17:00+0000,0
/4691c91a-e8ed-11e4-8650-77cca0d0e79e,2015-05-12 05:18:00+0000,0
/4691c91a-e8ed-11e4-8650-77cca0d0e79e,2015-05-12 05:22:00+0000,0
/4691c91a-e8ed-11e4-8650-77cca0d0e79e,2015-05-12 05:24:00+0000,0
/4691c91a-e8ed-11e4-8650-77cca0d0e79e,2015-05-12 05:26:00+0000,0
/4691c91a-e8ed-11e4-8650-77cca0d0e79e,2015-05-12 05:28:00+0000,0
/4691c91a-e8ed-11e4-8650-77cca0d0e79e,2015-05-12 05:29:00+0000,0
/4691c91a-e8ed-11e4-8650-77cca0d0e79e,2015-05-12 05:30:00+0000,0
/4691c91a-e8ed-11e4-8650-77cca0d0e79e,2015-05-12 05:32:00+0000,0
/4691c91a-e8ed-11e4-8650-77cca0d0e79e,2015-05-12 05:44:00+0000,0
/4691c91a-e8ed-11e4-8650-77cca0d0e79e,2015-05-12 05:45:00+0000,2
/4d1a8a-e8ed-11e4-b577-1f4a5dfaa139,2015-05-12 04:47:00+0000,0
/4d1a8a-e8ed-11e4-b577-1f4a5dfaa139,2015-05-12 04:52:00+0000,0
/4d1a8a-e8ed-11e4-b577-1f4a5dfaa139,2015-05-12 04:55:00+0000,0
/4d1a8a-e8ed-11e4-b577-1f4a5dfaa139,2015-05-12 04:57:00+0000,0
/4d1a8a-e8ed-11e4-b577-1f4a5dfaa139,2015-05-12 04:59:00+0000,0
/4d1a8a-e8ed-11e4-b577-1f4a5dfaa139,2015-05-12 05:02:00+0000,0
/4d1a8a-e8ed-11e4-b577-1f4a5dfaa139,2015-05-12 05:05:00+0000,0
/4d1a8a-e8ed-11e4-b577-1f4a5dfaa139,2015-05-12 05:06:00+0000,0
/4d1a8a-e8ed-11e4-b577-1f4a5dfaa139,2015-05-12 05:07:00+0000,0
/4d1a8a-e8ed-11e4-b577-1f4a5dfaa139,2015-05-12 05:09:00+0000,0
/4d1a8a-e8ed-11e4-b577-1f4a5dfaa139,2015-05-12 05:10:00+0000,0
/4d1a8a-e8ed-11e4-b577-1f4a5dfaa139,2015-05-12 05:12:00+0000,1
/4d1a8a-e8ed-11e4-b577-1f4a5dfaa139,2015-05-12 05:13:00+0000,0
/4d1a8a-e8ed-11e4-b577-1f4a5dfaa139,2015-05-12 05:17:00+0000,0
/4d1a8a-e8ed-11e4-b577-1f4a5dfaa139,2015-05-12 05:18:00+0000,0
/4d1a8a-e8ed-11e4-b577-1f4a5dfaa139,2015-05-12 05:22:00+0000,0
/4d1a8a-e8ed-11e4-b577-1f4a5dfaa139,2015-05-12 05:24:00+0000,0
/4d1a8a-e8ed-11e4-b577-1f4a5dfaa139,2015-05-12 05:26:00+0000,0
/4d1a8a-e8ed-11e4-b577-1f4a5dfaa139,2015-05-12 05:28:00+0000,0
/4d1a8a-e8ed-11e4-b577-1f4a5dfaa139,2015-05-12 05:29:00+0000,0
/4d1a8a-e8ed-11e4-b577-1f4a5dfaa139,2015-05-12 05:30:00+0000,0
/4d1a8a-e8ed-11e4-b577-1f4a5dfaa139,2015-05-12 05:32:00+0000,0
/4d1a8a-e8ed-11e4-b577-1f4a5dfaa139,2015-05-12 05:44:00+0000,0
/4d1a8a-e8ed-11e4-b577-1f4a5dfaa139,2015-05-12 05:45:00+0000,0